08/03/19|09:00|000010102|St. John's|-4|OZONE|PPB|23|Newfoundland & Labrador DEC
08/03/19|09:00|000010401|Mount Pearl|-4|OZONE|PPB|24|Newfoundland & Labrador DEC
08/03/19|09:00|000010401|Mount Pearl|-4|PM2.5|UG/M3|3|Newfoundland & Labrador DEC
08/03/19|09:00|000010501|Grand Falls Windsor|-4|OZONE|PPB|13|Newfoundland & Labrador DEC
08/03/19|09:00|000010601|Goose Bay|-4|OZONE|PPB|10|Canadian Air and Precipitation Monitoring Network
08/03/19|09:00|000010602|MacPherson Avenue - |-4|PM2.5|UG/M3|2|Environment Canada
08/03/19|09:00|000010801|Port au Choix|-4|OZONE|PPB|10|Newfoundland & Labrador DEC
08/03/19|09:00|000010901|Marystown/Burin|-4|PM2.5|UG/M3|5|Environment Canada
08/03/19|09:00|000011002|FIREHALL-LABRADORCIT|-4|PM2.5|UG/M3|2|Environment Canada
08/03/19|09:00|000020104|CHARLOTTETOWN|-4|NO|PPB|0|Environment Canada
08/03/19|09:00|000020104|CHARLOTTETOWN|-4|NO2|PPB|1|Environment Canada
08/03/19|09:00|000020104|CHARLOTTETOWN|-4|OZONE|PPB|24|Environment Canada
08/03/19|09:00|000020104|CHARLOTTETOWN|-4|PM2.5|UG/M3|9|Environment Canada
08/03/19|09:00|000020104|CHARLOTTETOWN|-4|SO2|PPB|0|Environment Canada
08/03/19|09:00|000020301|WELLINGTON|-4|NO|PPB|1|Environment Canada
08/03/19|09:00|000020301|WELLINGTON|-4|NO2|PPB|2|Environment Canada
08/03/19|09:00|000020301|WELLINGTON|-4|OZONE|PPB|16|Environment Canada
08/03/19|09:00|000020301|WELLINGTON|-4|PM2.5|UG/M3|11|Environment Canada
08/03/19|09:00|000020401|SOUTHAMPTON|-4|NO|PPB|0|Environment Canada
08/03/19|09:00|000020401|SOUTHAMPTON|-4|NO2|PPB|1|Environment Canada
08/03/19|09:00|000020401|SOUTHAMPTON|-4|OZONE|PPB|21|Environment Canada
08/03/19|09:00|000020401|SOUTHAMPTON|-4|PM2.5|UG/M3|5|Environment Canada
08/03/19|09:00|000030113|JOHNSTON BUILDING -|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000030120|Lake Major|-4|NO|PPB|1|Environment Canada
08/03/19|09:00|000030120|Lake Major|-4|OZONE|PPB|20|Environment Canada
08/03/19|09:00|000030120|Lake Major|-4|PM2.5|UG/M3|6|Environment Canada
08/03/19|09:00|000030201|PORT HAWKESBURY|-4|NO|PPB|2|Environment Canada
08/03/19|09:00|000030201|PORT HAWKESBURY|-4|NO2|PPB|2|Environment Canada
08/03/19|09:00|000030201|PORT HAWKESBURY|-4|OZONE|PPB|27|Environment Canada
08/03/19|09:00|000030201|PORT HAWKESBURY|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000030310|SYDNEY|-4|NO|PPB|0|Environment Canada
08/03/19|09:00|000030310|SYDNEY|-4|NO2|PPB|2|Environment Canada
08/03/19|09:00|000030310|SYDNEY|-4|OZONE|PPB|19|Environment Canada
08/03/19|09:00|000030310|SYDNEY|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000030310|SYDNEY|-4|SO2|PPB|0|Environment Canada
08/03/19|09:00|000030502|Kejimkujik Site B|-4|OZONE|PPB|25|Canadian Air and Precipitation Monitoring Network
08/03/19|09:00|000030701|AYLESFORD MOUNTAIN|-4|OZONE|PPB|33|Environment Canada
08/03/19|09:00|000030701|AYLESFORD MOUNTAIN|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000030901|PICTOU|-4|NO|PPB|0|Environment Canada
08/03/19|09:00|000030901|PICTOU|-4|NO2|PPB|1|Environment Canada
08/03/19|09:00|000030901|PICTOU|-4|OZONE|PPB|26|Environment Canada
08/03/19|09:00|000030901|PICTOU|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000031101|KENTVILLE|-4|OZONE|PPB|20|Environment Canada
08/03/19|09:00|000031101|KENTVILLE|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000040104|FREDERICTON-NEEDHAM |-4|NO2|PPB|1|Environment Canada
08/03/19|09:00|000040104|FREDERICTON-NEEDHAM |-4|OZONE|PPB|0|Environment Canada
08/03/19|09:00|000040104|FREDERICTON-NEEDHAM |-4|PM2.5|UG/M3|11|Environment Canada
08/03/19|09:00|000040203|FOREST HILLS|-4|OZONE|PPB|22|Environment Canada
08/03/19|09:00|000040203|FOREST HILLS|-4|PM2.5|UG/M3|8|Environment Canada
08/03/19|09:00|000040207|SAINT JOHN WEST|-4|OZONE|PPB|34|Environment Canada
08/03/19|09:00|000040207|SAINT JOHN WEST|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000040209|CASTLE ST. SAINT JO|-4|PM2.5|UG/M3|8|Environment Canada
08/03/19|09:00|000040302|MONCTON|-4|NO2|PPB|5|Environment Canada
08/03/19|09:00|000040302|MONCTON|-4|OZONE|PPB|16|Environment Canada
08/03/19|09:00|000040302|MONCTON|-4|PM2.5|UG/M3|8|Environment Canada
08/03/19|09:00|000040901|ST ANDREWS|-4|OZONE|PPB|16|Environment Canada
08/03/19|09:00|000040901|ST ANDREWS|-4|PM2.5|UG/M3|7|Environment Canada
08/03/19|09:00|000041302|BATHURST|-4|NO2|PPB|0|Environment Canada
08/03/19|09:00|000041302|BATHURST|-4|OZONE|PPB|19|Environment Canada
08/03/19|09:00|000041302|BATHURST|-4|PM2.5|UG/M3|8|Environment Canada
08/03/19|09:00|000041501|EDMUNDSTON QUEEN ST.|-4|PM2.5|UG/M3|14|Environment Canada
08/03/19|09:00|000050113|Chomedey|-5|OZONE|PPB|21|Meteorological Service of Canada
08/03/19|09:00|000050119|Bourassa|-5|OZONE|PPB|25|Meteorological Service of Canada
08/03/19|09:00|000050204|Hull (Ile)|-5|OZONE|PPB|25|Meteorological Service of Canada
08/03/19|09:00|000050308|Des Sables|-5|OZONE|PPB|20|Meteorological Service of Canada
08/03/19|09:00|000050311|Parc Primavere|-5|NO2|PPB|3|Environment Canada
08/03/19|09:00|000050311|Parc Primavere|-5|OZONE|PPB|11|Environment Canada
08/03/19|09:00|000050311|Parc Primavere|-5|PM2.5|UG/M3|9.8|Environment Canada
08/03/19|09:00|000050404|Parc Cambron|-5|OZONE|PPB|17|Meteorological Service of Canada
08/03/19|09:00|000050604|Parc Tremblay|-5|OZONE|PPB|19|Meteorological Service of Canada
08/03/19|09:00|000051501|Zéphirin|-5|OZONE|PPB|21|Meteorological Service of Canada
08/03/19|09:00|000051501|Zéphirin|-5|PM2.5|UG/M3|8|Meteorological Service of Canada
08/03/19|09:00|000052001|Charette|-5|OZONE|PPB|15|Meteorological Service of Canada
08/03/19|09:00|000052201|Brossard|-5|OZONE|PPB|19|Meteorological Service of Canada
08/03/19|09:00|000052301|Saint-Faustin|-5|OZONE|PPB|28|Meteorological Service of Canada
